,PropertyAddress,propertyURL,beds,bathrooms,size,ber lower,CountyOrPostcode,County,PropertyType,price bin,currentAskingPrice
1531," 27 Masseytown, Macroom, Co. Cork.",https://www.myhome.ie/residential/brochure/27-masseytown-macroom-co-cork/4124412,2.0,1.0,181.06899999618523,F,cork,cork,House,120000.0,110000.0
1532," 18, Riverwalk, Tir Cluain, Midleton, Cork",https://www.myhome.ie/residential/brochure/18-riverwalk-tir-cluain-midleton-cork/4124394,3.0,3.0,181.06899999618523,unk,cork,cork,House,200000.0,197000.0
1533," 2 The Grove, Butchers Row, Kinsale, Cork",https://www.myhome.ie/residential/brochure/2-the-grove-butchers-row-kinsale-cork/4124152,3.0,2.0,90.0,C3,cork,cork,House,240000.0,235000.0
1534," 67 Rossbrook, Model Farm Road, Cork, T12 TD7D",https://www.myhome.ie/residential/brochure/67-rossbrook-model-farm-road-cork-t12-td7d/4123511,5.0,3.0,142.1,C3,cork,cork,House,460000.0,450000.0
1535," 85 Shanowen, Rathcormac, Cork",https://www.myhome.ie/residential/brochure/85-shanowen-rathcormac-cork/4123493,4.0,3.0,181.06899999618523,B3,cork,cork,House,220000.0,215000.0
1536," ""Wuthering Heights"" Graball Road, Crosshaven, Cork",https://www.myhome.ie/residential/brochure/wuthering-heights-graball-road-crosshaven-cork/4101694,3.0,2.0,156.76,C2,cork,cork,House,300000.0,295000.0
1537," 61 Ashmount Court, Silversprings, Tivoli, Cork",https://www.myhome.ie/residential/brochure/61-ashmount-court-silversprings-tivoli-cork/4123435,4.0,3.0,115.06,C1,cork,cork,House,260000.0,255000.0
1538," 4 West End, Millstreet, Cork",https://www.myhome.ie/residential/brochure/4-west-end-millstreet-cork/4123404,3.0,1.0,181.06899999618523,E2,cork,cork,House,140000.0,125000.0
1539," 23 Ferndale, Carrigaline, Cork",https://www.myhome.ie/residential/brochure/23-ferndale-carrigaline-cork/4118093,4.0,3.0,140.0,C1,cork,cork,House,400000.0,385000.0
1540," Cleveland, Blackrock, Cork City",https://www.myhome.ie/residential/brochure/cleveland-blackrock-cork-city/4123388,4.0,3.0,181.06899999618523,EXEMPT,cork,cork,House,1120000.0,1100000.0
1541," No.13 Willowbank, Midleton, Cork",https://www.myhome.ie/residential/brochure/no-13-willowbank-midleton-cork/4123381,4.0,3.0,181.06899999618523,C2,cork,cork,House,360000.0,340000.0
1542," 57 Westbury Estate, Wilton, Cork",https://www.myhome.ie/residential/brochure/57-westbury-estate-wilton-cork/4123308,3.0,1.0,181.06899999618523,unk,cork,cork,House,240000.0,220000.0
1543," The Anchorage, Willowlawn, Boreenmanna Road, Cork, Cork City, Cork",https://www.myhome.ie/residential/brochure/the-anchorage-willowlawn-boreenmanna-road-cork-cork-city-cork/4123296,3.0,1.0,181.06899999618523,E2,cork,cork,House,300000.0,285000.0
1544," 9 The Mills, Skibbereen, Cork",https://www.myhome.ie/residential/brochure/9-the-mills-skibbereen-cork/4123268,3.0,3.0,181.06899999618523,C2,cork,cork,House,220000.0,200000.0
1545," Abbeyville House, Abercromby Place , Fermoy, Cork",https://www.myhome.ie/residential/brochure/abbeyville-house-abercromby-place-fermoy-cork/4123076,9.0,9.0,181.06899999618523,EXEMPT,cork,cork,House,1120000.0,1100000.0
1546," The Stone House, Rossbrin, Schull, Cork",https://www.myhome.ie/residential/brochure/the-stone-house-rossbrin-schull-cork/4123059,4.0,4.0,181.06899999618523,C3,cork,cork,House,880000.0,875000.0
1547," Main Street, Conna, Cork",https://www.myhome.ie/residential/brochure/main-street-conna-cork/4123003,3.0,1.0,181.06899999618523,EXEMPT,cork,cork,House,120000.0,100000.0
1548," Greenhill, Boreenmanna Road, City Centre Sth, Cork",https://www.myhome.ie/residential/brochure/greenhill-boreenmanna-road-city-centre-sth-cork/4122942,4.0,1.0,132.7,G,cork,cork,House,340000.0,325000.0
1549," Ballinlough Road, Ballinlough, Cork",https://www.myhome.ie/residential/brochure/ballinlough-road-ballinlough-cork/4122877,2.0,1.0,60.0,B3,cork,cork,Apartment,220000.0,210000.0
1550," Doire na Bhfea, Navigation Road, Mallow, Co. Cork.",https://www.myhome.ie/residential/brochure/doire-na-bhfea-navigation-road-mallow-co-cork/4122087,4.0,2.396250808015514,181.06899999618523,C3,cork,cork,House,280000.0,260000.0
1551," 10 Jamesmont, Monsfieldtown, Rochestown, Cork City",https://www.myhome.ie/residential/brochure/10-jamesmont-monsfieldtown-rochestown-cork-city/4122019,5.0,4.0,246.7,C1,cork,cork,House,780000.0,775000.0
1552," Eyeries Village, Eyeries, West Cork",https://www.myhome.ie/residential/brochure/eyeries-village-eyeries-west-cork/4121864,3.0,2.0,181.06899999618523,E2,cork,cork,House,80000.0,60000.0
1553," St Endas, James Connolly Place, Donnybrook, Douglas, Cork City",https://www.myhome.ie/residential/brochure/st-endas-james-connolly-place-donnybrook-douglas-cork-city/4121817,2.0,1.0,70.21,D1,cork,cork,House,200000.0,180000.0
1554," Apartment 6, Garden City, North Main Street, North Gate Bridge, City Centre Sth, Cork",https://www.myhome.ie/residential/brochure/apartment-6-garden-city-north-main-street-north-gate-bridge-city-centre-sth-cork/4121789,1.0,1.0,51.0,D2,cork,cork,Apartment,140000.0,130000.0
1555," 9 Maple Road, Fota Rock, Carrigtwohill, Cork",https://www.myhome.ie/residential/brochure/9-maple-road-fota-rock-carrigtwohill-cork/4121595,3.0,2.0,181.06899999618523,C2,cork,cork,House,240000.0,225000.0
1556," Apartment 6, Bishops Island, Watergrasshill, Cork",https://www.myhome.ie/residential/brochure/apartment-6-bishops-island-watergrasshill-cork/4121584,2.0,2.0,181.06899999618523,unk,cork,cork,House,140000.0,129000.0
1557," Ard Das, Kilbarry, Dublin Hill, Cork, T23 D577",https://www.myhome.ie/residential/brochure/ard-das-kilbarry-dublin-hill-cork-t23-d577/4121555,4.0,3.0,278.7,C2,cork,cork,House,460000.0,440000.0
1558," ""Carmel"", Grange, Fermoy, Cork",https://www.myhome.ie/residential/brochure/carmel-grange-fermoy-cork/4121519,3.0,1.0,181.06899999618523,G,cork,cork,House,180000.0,160000.0
1559," Bayview, Roosk, Adrigole,   West Cork",https://www.myhome.ie/residential/brochure/bayview-roosk-adrigole-west-cork/4121438,4.0,2.0,181.06899999618523,E2,cork,cork,House,220000.0,210000.0
1560," Westways, Dripsey, Cork",https://www.myhome.ie/residential/brochure/westways-dripsey-cork/4121170,2.0,2.0,181.06899999618523,D2,cork,cork,House,360000.0,345000.0
1561," Bunaglanna Glenville, Watergrasshill, Cork",https://www.myhome.ie/residential/brochure/bunaglanna-glenville-watergrasshill-cork/4119709,5.0,4.0,181.06899999618523,B3,cork,cork,House,320000.0,300000.0
1562," Cois an Uisce, Forthill, Summercove, Kinsale, West Cork",https://www.myhome.ie/residential/brochure/cois-an-uisce-forthill-summercove-kinsale-west-cork/4120765,5.0,3.0,210.0,B3,cork,cork,House,1220000.0,1200000.0
1563," 9 Páirc na Nean, Rathcormac, Cork",https://www.myhome.ie/residential/brochure/9-p-irc-na-nean-rathcormac-cork/4120730,3.0,3.0,181.06899999618523,C2,cork,cork,House,260000.0,250000.0
1564," Robins Nest, 4 Schull Holiday Cottages, Colla Road, Schull, Cork",https://www.myhome.ie/residential/brochure/robins-nest-4-schull-holiday-cottages-colla-road-schull-cork/4120748,4.0,3.0,181.06899999618523,C3,cork,cork,House,400000.0,395000.0
1565,"   9 Páirc na Nean, Rathcormac near, Fermoy, Cork",https://www.myhome.ie/residential/brochure/9-p-irc-na-nean-rathcormac-near-fermoy-cork/4120650,3.0,3.0,181.06899999618523,C2,cork,cork,House,260000.0,250000.0
1566," 'Inshallah', Coolcoulaghta, Durrus,   West Cork",https://www.myhome.ie/residential/brochure/inshallah-coolcoulaghta-durrus-west-cork/4092089,3.0,2.0,181.06899999618523,unk,cork,cork,House,200000.0,185000.0
1567," ""Bakista"" Ardnatrush More, Glengarriff,   West Cork",https://www.myhome.ie/residential/brochure/bakista-ardnatrush-more-glengarriff-west-cork/4118998,4.0,3.0,127.0,D1,cork,cork,House,340000.0,325000.0
1568," Hazel Cottage, Kileens, Cork",https://www.myhome.ie/residential/brochure/hazel-cottage-kileens-cork/4118905,3.0,1.0,97.0,B3,cork,cork,House,300000.0,295000.0
1569," No. 31 Glavin Terrace, Cobh, Cork",https://www.myhome.ie/residential/brochure/no-31-glavin-terrace-cobh-cork/4119719,3.0,1.0,181.06899999618523,unk,cork,cork,House,140000.0,130000.0
1570," No. 2 An Rodan, Cul Ard, Carrigtwohill, Cork",https://www.myhome.ie/residential/brochure/no-2-an-rodan-cul-ard-carrigtwohill-cork/4119677,3.0,3.0,113.0,unk,cork,cork,House,240000.0,228000.0
1571," Cluain Aghlin, Falcon Hill, Lovers Walk, Tivoli, Cork",https://www.myhome.ie/residential/brochure/cluain-aghlin-falcon-hill-lovers-walk-tivoli-cork/4119621,6.0,4.0,181.06899999618523,C3,cork,cork,House,700000.0,695000.0
1572," 12 The Mills , Skibbereen, Cork",https://www.myhome.ie/residential/brochure/12-the-mills-skibbereen-cork/4119533,3.0,2.0,181.06899999618523,unk,cork,cork,House,220000.0,215000.0
1573," 29, Henry Street, Cork City, Cork",https://www.myhome.ie/residential/brochure/29-henry-street-cork-city-cork/4119213,4.0,5.0,137.0,G,cork,cork,House,160000.0,145000.0
1574," 28 Larchfield Rise, Youghal, Cork",https://www.myhome.ie/residential/brochure/28-larchfield-rise-youghal-cork/4119190,3.0,2.0,181.06899999618523,unk,cork,cork,House,140000.0,125000.0
1575," 8 Alysbury Avenue, Ballincollig, Cork",https://www.myhome.ie/residential/brochure/8-alysbury-avenue-ballincollig-cork/4119127,4.0,3.0,181.06899999618523,unk,cork,cork,House,360000.0,350000.0
1576," 6 College View, Midleton, Cork",https://www.myhome.ie/residential/brochure/6-college-view-midleton-cork/4118614,2.0,1.0,181.06899999618523,unk,cork,cork,House,140000.0,135000.0
1577," ""Hillcrest"" 13 Merlyn Lawn, Bishopstown, Cork",https://www.myhome.ie/residential/brochure/hillcrest-13-merlyn-lawn-bishopstown-cork/4118744,6.0,5.0,210.0,G,cork,cork,House,500000.0,495000.0
1578," Lissacha, Schull, West Cork",https://www.myhome.ie/residential/brochure/lissacha-schull-west-cork/4118730,5.0,3.0,181.06899999618523,unk,cork,cork,House,280000.0,269990.0
1579," 109 The Haven, Jacobs Island, Mahon Point, Blackrock,   Cork City",https://www.myhome.ie/residential/brochure/109-the-haven-jacobs-island-mahon-point-blackrock-cork-city/3626670,2.0,1.0,181.06899999618523,C3,cork,cork,Apartment,200000.0,180000.0
1580," Buncoille, Monkstown, Cork",https://www.myhome.ie/residential/brochure/buncoille-monkstown-cork/4118594,5.0,5.0,181.06899999618523,C1,cork,cork,House,940000.0,925000.0
1581," Riverside House, Meen, Newmarket, Co. Cork",https://www.myhome.ie/residential/brochure/riverside-house-meen-newmarket-co-cork/4118548,4.0,2.396250808015514,181.06899999618523,unk,cork,cork,House,160000.0,155000.0
1582," Dereenclough, Ballydehob, West Cork",https://www.myhome.ie/residential/brochure/dereenclough-ballydehob-west-cork/4118520,6.0,3.0,181.06899999618523,unk,cork,cork,House,300000.0,295000.0
1583," Bealad, Clonakilty,   West Cork",https://www.myhome.ie/residential/brochure/bealad-clonakilty-west-cork/4117981,4.0,4.0,181.06899999618523,B3,cork,cork,House,440000.0,425000.0
1584," Maulnaskeha, Drimoleague,   West Cork",https://www.myhome.ie/residential/brochure/maulnaskeha-drimoleague-west-cork/4118374,4.0,2.0,181.06899999618523,unk,cork,cork,House,280000.0,275000.0
1585," Oikoseen House, Bailick, Midleton, Cork",https://www.myhome.ie/residential/brochure/oikoseen-house-bailick-midleton-cork/4118250,6.0,2.0,181.06899999618523,E2,cork,cork,House,420000.0,400000.0
1586," 5 Sunset Court, Carrigaline, Cork",https://www.myhome.ie/residential/brochure/5-sunset-court-carrigaline-cork/3958424,3.0,2.0,181.06899999618523,B3,cork,cork,House,300000.0,288000.0
1587," Derryvegal, Eyeries,, Beara, West Cork",https://www.myhome.ie/residential/brochure/derryvegal-eyeries-beara-west-cork/3104928,2.0,1.0,181.06899999618523,G,cork,cork,House,300000.0,290000.0
1588," Jings, Cooldurragh, Union Hall,   West Cork",https://www.myhome.ie/residential/brochure/jings-cooldurragh-union-hall-west-cork/4118240,3.0,1.0,181.06899999618523,unk,cork,cork,House,300000.0,295000.0
1589," Bridesbridge, Castlelyons, Co Cork, P61 FV52",https://www.myhome.ie/residential/brochure/bridesbridge-castlelyons-co-cork-p61-fv52/4118147,4.0,2.0,181.06899999618523,C1,cork,cork,House,300000.0,295000.0
1590," Curraghanearla, Macroom, Cork",https://www.myhome.ie/residential/brochure/curraghanearla-macroom-cork/4111231,2.0,2.396250808015514,181.06899999618523,EXEMPT,cork,cork,House,60000.0,50000.0
1591," Loughrea, Hartlands Avenue, Glasheen Road, Cork, Glasheen, Cork",https://www.myhome.ie/residential/brochure/loughrea-hartlands-avenue-glasheen-road-cork-glasheen-cork/4117921,4.0,1.0,181.06899999618523,G,cork,cork,House,300000.0,280000.0
1592," 1, The Crescent, Rockfield, Church Road, Blackrock, Cork",https://www.myhome.ie/residential/brochure/1-the-crescent-rockfield-church-road-blackrock-cork/4116617,3.0,3.0,97.0,D2,cork,cork,House,360000.0,350000.0
1593," Clogheen, Dunderrow, Kinsale, Cork",https://www.myhome.ie/residential/brochure/clogheen-dunderrow-kinsale-cork/4003533,4.0,1.0,107.8,E1,cork,cork,House,300000.0,295000.0
1594," Gort Fada, Glounthaune, Co Cork",https://www.myhome.ie/residential/brochure/gort-fada-glounthaune-co-cork/4037543,3.0,2.396250808015514,109.0,A3,cork,cork,House,400000.0,380000.0
1595," 8 Cork Road, Skibbereen, Cork",https://www.myhome.ie/residential/brochure/8-cork-road-skibbereen-cork/4116913,3.0,4.0,142.0,unk,cork,cork,House,240000.0,230000.0
1596," 74 Rathowen, Fermoy, Cork",https://www.myhome.ie/residential/brochure/74-rathowen-fermoy-cork/4116607,3.0,2.0,181.06899999618523,C2,cork,cork,House,200000.0,189000.0
1597," 60 Rathowen, Duntaheen, Fermoy, Co Cok",https://www.myhome.ie/residential/brochure/60-rathowen-duntaheen-fermoy-co-cok/4115579,3.0,2.0,182.25568170027302,C1,,,House,200000.0,185000.0
1598," The Boat House, Scilly Walk, Kinsale, Co Cork, P17 VK51",https://www.myhome.ie/residential/brochure/the-boat-house-scilly-walk-kinsale-co-cork-p17-vk51/4115562,4.0,2.0,173.0,F,cork,cork,House,840000.0,825000.0
1599," Cregg Court Apts & Town Houses, Connolly Street, Fermoy",https://www.myhome.ie/residential/brochure/cregg-court-apts-town-houses-connolly-street-fermoy/4115540,2.0,1.0,182.25568170027302,C2,,,House,500000.0,495000.0
1600," Red Gables, Casey's Road, Ovens, Co Cork, P31 EE35",https://www.myhome.ie/residential/brochure/red-gables-casey-s-road-ovens-co-cork-p31-ee35/4115536,5.0,2.0,246.2,C3,cork,cork,House,700000.0,695000.0
1601," 52 Mill House, Mill Race, Midleton, Cork",https://www.myhome.ie/residential/brochure/52-mill-house-mill-race-midleton-cork/4115481,2.0,1.0,181.06899999618523,unk,cork,cork,Apartment,160000.0,140000.0
1602," Mater Mea, Woodvale Road, Beaumont, Blackrock, Cork City",https://www.myhome.ie/residential/brochure/mater-mea-woodvale-road-beaumont-blackrock-cork-city/4115441,3.0,1.0,103.08,F,cork,cork,House,380000.0,360000.0
1603," Kerry Road, Tower, Blarney, Cork",https://www.myhome.ie/residential/brochure/kerry-road-tower-blarney-cork/4115355,4.0,4.0,176.15565499999997,C3,kerry,kerry,House,380000.0,370000.0
1604," 1 Mahony Square, Great William O'Brien, Blackpool, Cork",https://www.myhome.ie/residential/brochure/1-mahony-square-great-william-o-brien-blackpool-cork/4115169,2.0,1.0,32.32,EXEMPT,cork,cork,House,140000.0,125000.0
1605," 3 Soho Terrace, Shanakiel, Cork",https://www.myhome.ie/residential/brochure/3-soho-terrace-shanakiel-cork/4115081,5.0,2.0,160.0,D2,cork,cork,House,300000.0,295000.0
1606," 58 Westgate Road, Bishopstown, Cork",https://www.myhome.ie/residential/brochure/58-westgate-road-bishopstown-cork/4115050,4.0,2.0,181.06899999618523,D2,cork,cork,House,380000.0,375000.0
1607," 2 Blackrock House, Blackrock, Cork",https://www.myhome.ie/residential/brochure/2-blackrock-house-blackrock-cork/3953709,2.0,2.0,110.93,EXEMPT,cork,cork,Apartment,380000.0,375000.0
1608," Licknavar, Skibbereen, Cork",https://www.myhome.ie/residential/brochure/licknavar-skibbereen-cork/4114891,4.0,2.0,181.06899999618523,unk,cork,cork,House,400000.0,395000.0
1609," Half-Hidden Cottage, Cullenagh East, Skibbereen, Cork",https://www.myhome.ie/residential/brochure/half-hidden-cottage-cullenagh-east-skibbereen-cork/4115114,3.0,3.0,117.0,D2,cork,cork,House,280000.0,265000.0
1610," Ballinsperry Lodge, Annesgrove, Carrigtwohill, Co Cork, T45 X840",https://www.myhome.ie/residential/brochure/ballinsperry-lodge-annesgrove-carrigtwohill-co-cork-t45-x840/4114938,5.0,3.0,181.06899999618523,C1,cork,cork,House,400000.0,380000.0
1611," Roslyn, 13 Clogheen Heights, Clonakilty, Co Cork",https://www.myhome.ie/residential/brochure/roslyn-13-clogheen-heights-clonakilty-co-cork/4114925,3.0,3.0,128.5,D1,cork,cork,House,260000.0,245000.0
1612," 18A, Mahon Terrace, Rope Walk, Blackrock, Cork",https://www.myhome.ie/residential/brochure/18a-mahon-terrace-rope-walk-blackrock-cork/4114700,3.0,1.0,86.0,C3,cork,cork,House,220000.0,210000.0
1613," Hillview, Burncourt near, Mitchelstown, Cork",https://www.myhome.ie/residential/brochure/hillview-burncourt-near-mitchelstown-cork/4114679,3.0,1.0,181.06899999618523,unk,cork,cork,House,100000.0,99950.0
1614," No 31 Gortnaclohy Heights, Skibbereen,   West Cork",https://www.myhome.ie/residential/brochure/no-31-gortnaclohy-heights-skibbereen-west-cork/4114671,4.0,2.0,181.06899999618523,unk,cork,cork,House,200000.0,199000.0
1615," 4 Lisheen Fields, Ovens, Co Cork, P31 FK50",https://www.myhome.ie/residential/brochure/4-lisheen-fields-ovens-co-cork-p31-fk50/4114660,4.0,2.0,159.4,B2,cork,cork,House,400000.0,395000.0
1616," 1 Dunedin Connaught Avenue, City Centre Sth, Cork City",https://www.myhome.ie/residential/brochure/1-dunedin-connaught-avenue-city-centre-sth-cork-city/4114540,6.0,2.0,186.47,F,cork,cork,House,360000.0,350000.0
1617," Innis Moy, Castle Road, Ballincollig, Co Cork, 931 HW92",https://www.myhome.ie/residential/brochure/innis-moy-castle-road-ballincollig-co-cork-931-hw92/4114251,3.0,2.396250808015514,125.4,E1,cork,cork,House,360000.0,350000.0
1618," Milton House, Knocknagarran, Bandon, West Cork",https://www.myhome.ie/residential/brochure/milton-house-knocknagarran-bandon-west-cork/4114203,4.0,3.0,405.0,EXEMPT,cork,cork,House,1120000.0,1100000.0
1619," No.45 Harbour Row, Cobh, Cork",https://www.myhome.ie/residential/brochure/no-45-harbour-row-cobh-cork/4113717,4.0,2.0,181.06899999618523,C3,cork,cork,House,300000.0,295000.0
1620," 8 Whitepoint Drive, Rushbrooke, Cobh, Cork",https://www.myhome.ie/residential/brochure/8-whitepoint-drive-rushbrooke-cobh-cork/4105466,4.0,3.0,156.0,E2,cork,cork,House,340000.0,325000.0
1621," ""Cleggan"", Hilton, Model Farm Road, Cork City",https://www.myhome.ie/residential/brochure/cleggan-hilton-model-farm-road-cork-city/4113681,4.0,4.0,181.06899999618523,A2,cork,cork,House,780000.0,770000.0
1622," 15 Bishopstcourt Hill, Bishopstown, Cork City",https://www.myhome.ie/residential/brochure/15-bishopstcourt-hill-bishopstown-cork-city/4113676,5.0,1.0,208.0,D1,cork,cork,House,580000.0,575000.0
1623," Type D, Rowan View, Riverstick, Kinsale, Co. Cork",https://www.myhome.ie/residential/brochure/type-d-rowan-view-riverstick-kinsale-co-cork/4113650,6.0,5.0,181.06899999618523,A2,cork,cork,House,740000.0,725000.0
1624," Type B, Rowan View, Riverstick, Kinsale, Co. Cork",https://www.myhome.ie/residential/brochure/type-b-rowan-view-riverstick-kinsale-co-cork/4113649,6.0,5.0,181.06899999618523,A2,cork,cork,House,720000.0,715000.0
